2016-12-13 14:03:48.062 +02:00 [Information] Version 1.9
2016-12-13 14:03:48.398 +02:00 [Verbose] Date: 1937/09/01 08:00; Rainfall: 
2016-12-13 14:05:56.734 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:56.734 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:56.764 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:56.765 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:56.796 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:56.796 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:56.821 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:56.821 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:56.831 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:56.831 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:56.848 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:56.849 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:56.860 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:56.861 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:56.884 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:56.885 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:56.910 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:56.910 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:56.939 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:56.939 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:56.952 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:56.952 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:56.971 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:56.971 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:57.005 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:57.005 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:57.028 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:57.028 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:57.037 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:57.038 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:57.049 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:57.049 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:57.061 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:57.062 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:57.081 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:57.081 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:57.121 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:57.121 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:57.182 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:57.182 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:57.200 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:57.200 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:57.216 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:57.217 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:57.249 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:57.249 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:57.258 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:57.258 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:57.280 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:57.282 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:57.295 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:57.296 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:57.323 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:57.323 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:57.348 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:57.348 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:57.350 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:57.350 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:57.374 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:57.374 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:57.400 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:57.401 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:57.448 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:57.448 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:57.492 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:57.492 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:57.494 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:57.494 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:57.553 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:57.553 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:57.579 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:57.579 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:57.604 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:57.605 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:57.629 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:57.630 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:57.663 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:57.663 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:57.667 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:57.668 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:57.679 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:57.679 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:57.706 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:57.706 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:57.713 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:57.713 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:57.726 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:57.727 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:57.748 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:57.748 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:57.791 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:57.792 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:57.828 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:57.828 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:57.864 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:57.865 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:57.901 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:57.902 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:57.914 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:57.914 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:57.953 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:57.954 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:57.964 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:57.965 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:58.088 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:58.088 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:58.133 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:58.133 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:58.160 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:58.161 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:58.164 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:58.164 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:58.195 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:58.195 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:58.232 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:58.233 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:58.240 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:58.241 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:58.267 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:58.268 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:58.300 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:58.300 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:58.307 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:58.307 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:58.334 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:58.334 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:58.349 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:58.349 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:58.352 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:58.352 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:58.365 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:58.401 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:58.420 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:58.420 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:58.433 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:58.433 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:58.453 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:58.454 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:58.456 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:58.456 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:58.496 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:58.497 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:58.519 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:58.520 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:58.526 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:58.527 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:58.547 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:58.548 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:58.568 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:58.568 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:58.583 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:58.584 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:58.599 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:58.599 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:58.608 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:58.608 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:58.618 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:58.618 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:58.626 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:58.626 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:58.639 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:58.639 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:58.641 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:58.641 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:58.678 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:58.678 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:58.884 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:58.884 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:58.943 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:58.944 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:58.988 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:58.988 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:59.000 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:59.000 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:59.013 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:59.013 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:59.019 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:59.019 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:59.027 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:59.027 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:59.040 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:59.041 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:59.080 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:59.080 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:59.100 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:59.101 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:59.113 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:59.113 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:59.147 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:59.148 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:59.170 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:59.170 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:59.185 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:59.186 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:59.195 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:59.196 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:59.208 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:59.209 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:59.218 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:59.218 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:59.220 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:59.221 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:59.235 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:59.236 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:59.253 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:59.254 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:59.268 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:59.268 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:59.306 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:59.307 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:59.309 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:59.309 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:59.349 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:59.350 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:59.391 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:59.392 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:59.413 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:59.414 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:59.418 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:59.419 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:59.435 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:59.435 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:59.491 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:59.491 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:59.521 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:59.521 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:59.561 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:59.562 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:59.600 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:59.600 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:59.637 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:59.637 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:59.708 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:59.709 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:59.804 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:59.804 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:59.861 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:59.861 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:59.868 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:59.868 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:59.911 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:59.912 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:59.941 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:59.942 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:59.971 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:59.972 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:05:59.997 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:05:59.997 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:06:00.019 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:06:00.020 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:06:00.055 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:06:00.055 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:06:00.082 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:06:00.082 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:06:00.104 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:06:00.105 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:06:00.116 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:06:00.116 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:06:00.130 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:06:00.130 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:06:00.155 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:06:00.155 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:06:00.171 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:06:00.172 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:06:00.199 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:06:00.200 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:06:00.210 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:06:00.210 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:06:00.220 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:06:00.220 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:06:00.230 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:06:00.230 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:06:00.241 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:06:00.241 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:06:00.248 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:06:00.248 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:06:00.275 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:06:00.275 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:06:00.299 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:06:00.299 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:06:00.323 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:06:00.323 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:06:00.360 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:06:00.360 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:06:00.401 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:06:00.401 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:06:00.425 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:06:00.425 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:06:00.446 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:06:00.446 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:06:00.449 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:06:00.449 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:06:00.461 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:06:00.462 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:06:00.489 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:06:00.489 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:06:00.518 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:06:00.518 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:06:00.550 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:06:00.551 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:06:00.590 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:06:00.590 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:06:00.632 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:06:00.632 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:06:00.655 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:06:00.656 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:06:00.664 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:06:00.664 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:06:00.683 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:06:00.684 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:06:00.707 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:06:00.707 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:06:00.730 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:06:00.731 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:06:00.739 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:06:00.740 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:06:00.748 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:06:00.748 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:06:00.768 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:06:00.769 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:06:00.805 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:06:00.806 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:06:00.812 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:06:00.813 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:06:00.837 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:06:00.838 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:06:00.863 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:06:00.863 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:06:00.894 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:06:00.895 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:06:00.915 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:06:00.916 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:06:00.944 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:06:00.944 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:06:00.958 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:06:00.959 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:06:00.972 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:06:00.973 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:06:01.017 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:06:01.017 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:06:01.025 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:06:01.025 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:06:01.071 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:06:01.072 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:06:01.076 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:06:01.077 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:06:01.126 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:06:01.127 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:06:01.152 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:06:01.153 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:06:01.167 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:06:01.167 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:06:01.181 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:06:01.182 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:06:01.209 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:06:01.210 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:06:01.311 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:06:01.311 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:06:01.331 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:06:01.332 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:06:01.345 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:06:01.346 +02:00 [Verbose] ExecuteScalar end
2016-12-13 14:06:01.373 +02:00 [Verbose] ExecuteScalar start
2016-12-13 14:06:01.374 +02:00 [Verbose] ExecuteScalar end
